time,BNP.CADSGD - CAD/SGD_x,closeAsk,closeBid,volume
2015-06-04T01:00:00.000000Z,1.080078125,1.080078125,1.0791015625,429.0
2015-06-04T01:15:00.000000Z,1.080078125,1.080078125,1.0791015625,693.0
2015-06-04T01:30:00.000000Z,1.0791015625,1.0791015625,1.0791015625,996.0
2015-06-04T01:45:00.000000Z,1.080078125,1.080078125,1.0791015625,679.0
2015-06-04T02:00:00.000000Z,1.080078125,1.080078125,1.0791015625,460.0
2015-06-04T02:15:00.000000Z,1.080078125,1.080078125,1.080078125,524.0
2015-06-04T02:30:00.000000Z,1.080078125,1.0810546875,1.080078125,247.0
2015-06-04T02:45:00.000000Z,1.080078125,1.080078125,1.080078125,289.0
2015-06-04T03:00:00.000000Z,1.080078125,1.0810546875,1.080078125,476.0
2015-06-04T03:15:00.000000Z,1.080078125,1.0810546875,1.080078125,336.0
